Title,Description,Link,Site,Label
بترو أتلتيكو يطيح بصن داونز من دوري أبطال إفريقيا,حقق بترو أتلتيكو الأنغولي مفاجأة كبيرة وأطاح بصن داونز الجنوب إفريقي من دوري أبطال إفريقيا لكرة القدم بعدما تعادل 1-1 إيابا، ليبلغ الدور قبل النهائي ...,https://www.alarabiya.net//sport/2022/04/23/بترو-أتليتيكو-يطيح-بصن-داونز-من-دوري-أبطال-أفريقيا,Al-Arabiya,Sport
"بيولي: ميلان سيفعل كل شيء لتحقيق ""المستحيل"" وحصد اللقب",طالب ستيفانو بيولي مدرب ميلان لاعبيه باللعب بأقصى من طاقاتهم لمحاولة الفوز بلقب دوري الدرجة الأولى الإيطالي لكرة القدم لأول مرة منذ 2011، وهو شيء أصر ...,https://www.alarabiya.net//sport/2022/04/23/بيولي-ميلان-سيفعل-كل-شيء-لتحقيق-المستحيل-وحصد-اللقب,Al-Arabiya,Sport
برنتفورد يعثر توتنهام ويقدم هدية إلى أرسنال,تعرضت محاولات توتنهام هوتسبير في إنهاء الموسم بالمربع الذهبي لضربة جديدة بعدما تعادل دون أهداف مع برنتفورد في الدوري الإنجليزي الممتاز لكرة القدم يوم ...,https://www.alarabiya.net//sport/international-sport/2022/04/23/برنتفورد-يعثر-توتنهام-ويقدم-هدية-الى-أرسنال,Al-Arabiya,Sport
إنتر ميلان يستعيد الصدارة بثلاثية روما,خطا إنتر خطوة هامة نحو الاحتفاظ باللقب بعد تخطيه عقبة ضيفه القوي روما بفوز مستحق تماماً 3-1 يوم السبت في المرحلة الرابعة والثلاثين من الدوري الإيطالي، ...,https://www.alarabiya.net//sport/international-sport/2022/04/23/انتر-ميلان-يستعيد-الصدارة-بثلاثية-روما,Al-Arabiya,Sport
إصابة طبيب برشلونة,تستمر الإصابات في ملاحقة صفوف برشلونة الإسباني، فبعد الإصابة التي لحقت ببيدري نجم الفريق خلال الخسارة أمام آينتراخت فرانكفورت في الدوري الأوروبي، أصيب ...,https://www.alarabiya.net//sport/2022/04/23/اصابة-طبيب-برشلونة,Al-Arabiya,Sport
ليستر يتعادل دون أهداف مع أستون فيلا,تعادل ليستر سيتي دون أهداف مع أستون فيلا في الدوري الإنجليزي الممتاز لكرة القدم، لتتوقف سلسلة من أربع هزائم لفريق المدرب ستيفن جيرارد يوم السبت.وكان ...,https://www.alarabiya.net//sport/2022/04/23/ليستر-يتعادل-دون-أهداف-مع-أستون-فيلا-,Al-Arabiya,Sport
الثنائي البرازيلي يقود نيوكاسل للفوز على نوريتش,خطف الهجوم البرازيلي لنيوكاسل يونايتد الأضواء عندما أحرز جويلنتون هدفين وأضاف زميله برونو غيمارايش هدفا في الفوز 3-صفر على نوريتش سيتي المتعثر في ...,https://www.alarabiya.net//sport/2022/04/23/الثنائي-البرازيلي-يقود-نيوكاسل-للفوز-على-نوريتش-,Al-Arabiya,Sport
سيتي يسحق واتفورد ويعزز تصدره للدوري الإنجليزي,قطع مانشستر سيتي خطوة جديدة نحو الاحتفاظ بلقب الدوري الإنجليزي الممتاز لكرة القدم بفوزه 5-1 على واتفورد يوم السبت.وسجل غابرييل جيسوس أربعة أهداف، ...,https://www.alarabiya.net//sport/2022/04/23/سيتي-يسحق-واتفورد-ويعزز-تصدره-للدوري-الانجليزي,Al-Arabiya,Sport
ديوكوفيتش الى النهائي الأول له في 2022,بلغ الصربي نوفاك ديوكوفيتش المصنف أول عالمياً النهائي الأول له في 2022، وذلك بفوزه أمام جمهوره وفي مسقط رأسه على الروسي كارن خاتشانوف 4-6 و6-1 و6-2 ...,https://www.alarabiya.net//sport/2022/04/23/ديوكوفيتش-الى-النهائي-الأول-له-في-2022,Al-Arabiya,Sport
فيرستابن يفوز.. ولوكلير يعزز صدارته لفورمولا 1,فاز ماكس فيرستابن حامل اللقب بسباق السرعة بجائزة إميليا رومانيا الكبرى ببطولة العالم لسباقات فورمولا 1 للسيارات ليضع فريقه رد بول في مركز أول ...,https://www.alarabiya.net//sport/2022/04/23/فيرستابن-يفوز-ولوكلير-يعزز-صدارته-لفورمولا-1,Al-Arabiya,Sport
تن هاغ يطلب نجم برشلونة,طلب إيريك تن هاغ المدير الفني الجديد لمانشستر يونايتد الحصول على خدمات نجم برشلونة الهولندي فرينكي دي يونغ، لينضم إلى كتيبته منذ بداية الموسم ...,https://www.alarabiya.net//sport/2022/04/23/تن-هاغ-يطلب-نجم-برشلونة,Al-Arabiya,Sport
"أرسنال يبعد مانشستر يونايتد عن ""الأبطال"" بثلاثية",تضاءلت فرص مانشستر يونايتد في اللعب في دوري أبطال أوروبا الموسم المقبل، بعدما خسر أمام مضيفه أرسنال 1 - 3 خلال المباراة التي جمعتهما يوم السبت في ...,https://www.alarabiya.net//sport/2022/04/23/أرسنال-يبعد-مانشستر-يونايتد-عن-الأبطال-بثلاثية,Al-Arabiya,Sport
"""لديك 72 ساعة لترحل"".. تفاصيل تهديد ماغواير بقنبلة",كشفت تقارير صحافية عن تفاصيل تهديد أحد الجماهير للإنجليزي هاري ماغواير قائد مانشستر يونايتد بوجود قنبلة في بيته، وذلك عقب هزيمة الفريق من ليفربول ...,https://www.alarabiya.net//sport/2022/04/23/-لديك-72-ساعة-لترحل-تفاصيل-تهديد-ماغواير-بقنبلة,Al-Arabiya,Sport
دورتموند يستعد لضم موهبة جديدة,علمت وكالة الأنباء الألمانية (د.ب.أ)، يوم الجمعة، أن كريم أديمي لاعب ريد بول سالزبورغ النمساوي سينتقل لصفوف بوروسيا دورتموند الموسم المقبل.وتوصل ...,https://www.alarabiya.net//sport/2022/04/23/دورتموند-يستعد-لضم-موهبة-جديدة,Al-Arabiya,Sport
موسيماني: الأهلي ليس في أفضل حالاته,ذكر بيتسو موسيماني مدرب الأهلي المصري أن فريقه يتحسن من مباراة إلى أخرى، مؤكدا أن حامل اللقب لديه خبرة كبيرة في بطولة دوري أبطال أفريقيا لكرة القدم ...,https://www.alarabiya.net//sport/2022/04/23/موسيماني-الأهلي-ليس-في-أفضل-حالاته,Al-Arabiya,Sport
تن هاغ: لن أغير أسلوب عملي في مانشستر يونايتد,يتوقع الهولندي إيريك تن هاغ أن يستجيب اللاعبون له ويتعاونون معه عندما يتولى تدريب مانشستر يونايتد المنافس في الدوري الإنجليزي الممتاز لكرة القدم ...,https://www.alarabiya.net//sport/2022/04/23/تن-هاغ-لن-أغير-أسلوب-عملي-في-مانشستر-يونايتد,Al-Arabiya,Sport
الأهلي المصري يتعادل مع الرجاء ويتأهل,تأهل الأهلي المصري، حامل لقب آخر نسختين، إلى الدور قبل النهائي لدوري أبطال إفريقيا لكرة القدم بعد أن فرض التعادل 1-1 على مضيفه الرجاء البيضاوي المغربي ...,https://www.alarabiya.net//sport/arab-sport/2022/04/23/الأهلي-المصري-يتعادل-مع-الرجاء-ويتأهل,Al-Arabiya,Sport
وفاق سطيف يطيح بالترجي التونسي,نجح وفاق سطيف الجزائري في التأهل للدور قبل النهائي من دوري أبطال إفريقيا، بعدما فاز على مضيفه الترجي التونسي 1 - صفر، في إياب دور الثمانية من ...,https://www.alarabiya.net//sport/arab-sport/2022/04/23/وفاق-سطيف-يطيح-بالترجي-التونسي-,Al-Arabiya,Sport
الدحيل يقلب النتيجة على التعاون ويخطف بطاقة التأهل,تأهل نادي الدحيل القطري إلى الأدوار الإقصائية بعد فوزه المثير أمام التعاون السعودي 4-3 يوم الجمعة على ستاد مدينة الملك عبدالله الرياضية في بريدة، ضمن ...,https://www.alarabiya.net//sport/saudi-sport/2022/04/23/الدحيل-يقلب-النتيجة-على-التعاون-ويخطف-بطاقة-التأهل,Al-Arabiya,Sport
الشباب يتلاعب بمومباي الهندي ويتأهل,ضمن نادي الشباب السعودي التأهل إلى الأدوار الإقصائية بعد فوزه على مومباي سيتي الهندي 6-0 يوم الجمعة على ستاد الأمير فيصل بن فهد في الرياض، ضمن الجولة ...,https://www.alarabiya.net//sport/saudi-sport/2022/04/23/الشباب-يتلاعب-بمومباي-الهندي-ويتأهل-,Al-Arabiya,Sport
رقم قياسي جديد في مباراة سيدات برشلونة,حضر 91648 مشجعا مباراة لكرة القدم للسيدات وهو رقم قياسي ليفوز برشلونة 5-1 على فولفسبورغ في ذهاب الدور قبل النهائي لدوري أبطال أوروبا للسيدات في كامب ...,https://www.alarabiya.net//sport/international-sport/2022/04/23/رقم-قياسي-جديد-في-مباراة-سيدات-برشلونة,Al-Arabiya,Sport
أنس جابر تودع دورة شتوتغارت,بلغت الإسبانية باولا بادوسا، المصنفة ثالثة عالميًا، الدور نصف النهائي من دورة شتوتغارت لكرة المضرب على الملاعب الترابية، بفوزها المثير الجمعة على ...,https://www.alarabiya.net//sport/other-sport/2022/04/23/أنس-جابر-تودع-دورة-شتوتغارت-,Al-Arabiya,Sport
"""فيفا"" يوضح موقفه في قضية النصر واتحاد جدة",أوضح الاتحاد السعودي لكرة القدم أن إدارة نادي النصر قد تقدمت بشكوى لدى لجنة الاحتراف وأوضاع اللاعبين ضد نادي الاتحاد وبعض إداريين وأحد لاعبيه.وقال ...,https://www.alarabiya.net//sport/saudi-sport/2022/04/22/-فيفا-يوضح-موقفه-في-قضية-النصر-واتحاد-جدة,Al-Arabiya,Sport
كلب بوليسي يوقف مباراة في البرازيل,غالبا ما تشهد مباريات كرة القدم نزول المشجعين إلى أرضية الملعب في محاولة للحصول على صورة فوتوغرافية مع أحد النجوم أو الحصول على ثوان من المجد، لكن ...,https://www.alarabiya.net//sport/international-sport/2022/04/22/كلب-بوليسي-يوقف-مباراة-في-البرازيل,Al-Arabiya,Sport
غوارديولا: سنتعامل مع مباريات الدوري كالنهائيات,أكد بيب غوارديولا مدرب مانشستر سيتي يوم الجمعة أنه سيتعامل مع جميع مبارياته المتبقية في الدوري الإنجليزي الممتاز لكرة القدم مثل النهائيات لإحباط ...,https://www.alarabiya.net//sport/2022/04/22/غوارديولا-سنتعامل-مع-مباريات-الدوري-كالنهائيات,Al-Arabiya,Sport
مدرب المغرب عن زياش ومزراوي: هذه القصة انتهت,"أكد المدرب البوسني-الفرنسي للمنتخب المغربي لكرة القدم وحيد خليلوزيتش أن قراره بعدم استدعاء النجم حكيم زياش والمدافع نصير مزراوي ""قصة وانتهت"" بالنسبة ...",https://www.alarabiya.net//sport/2022/04/22/مدرب-المغرب-عن-زياش-ومزراوي-هذه-القصة-انتهت,Al-Arabiya,Sport
الهلال يسعى لضمان الصدارة.. والفيصلي لمتابعة مفاجآته,بعدما بات أول المتأهلين للدور ثمن النهائي بأربعة انتصارات متتالية، يحتاج الهلال حامل اللقب إلى نقطة التعادل مع الشارقة الإماراتي، ليضمن صدارة المجموعة ...,https://www.alarabiya.net//sport/2022/04/22/الهلال-يسعى-لضمان-الصدارة-والفيصلي-لمتابعة-مفاجآته,Al-Arabiya,Sport
بوكيتينو: أنا أناني وأرغب في الاحتفاظ بمبابي,أبدى ماوريسيو بوكيتينو مدرب باريس سان جيرمان رغبته في تجديد المهاجم كيليان مبابي عقده مع النادي الفرنسي، لكنه قال يوم الجمعة إن قرارات العقود يجب أن ...,https://www.alarabiya.net//sport/2022/04/22/بوكيتينو-أنا-أناني-وأرغب-في-الاحتفاظ-بمبابي,Al-Arabiya,Sport
زوما يمثل أمام المحكمة الشهر المقبل بسبب ركله لقططه,"يمثل مدافع وست هام كورت زوما أمام المحكمة الشهر المقبل بعد أن تمت مقاضاته من قبل"" الجمعية الملكية لمنع القسوة مع الحيوانات"" بعد أن ركل قطته.وذكرت ...",https://www.alarabiya.net//sport/2022/04/22/زوما-يمثل-أمام-المحكمة-الشهر-المقبل-بسبب-ركله-لقططه,Al-Arabiya,Sport
توخيل: لا أشعر بالأمان في الدوري الإنجليزي أبدًا,ذكر توماس توخيل مدرب تشيلسي يوم الجمعة أن أداء فريقه السيئ على ملعبه هذا الموسم كان سيناريو غير معتاد بالنسبة له وأن مستوى اللاعبين يجب أن يتحسن إذا ...,https://www.alarabiya.net//sport/2022/04/22/توخيل-لا-أشعر-بالأمان-في-الدوري-الانجليزي-أبدًا,Al-Arabiya,Sport
"اتحاد بيلاروسيا للتنس: قرار ويمبلدون ""سيثير الكراهية""","أكد اتحاد بيلاروسيا للتنس أن قرار منع لاعبي روسيا وبيلاروسيا من المشاركة في بطولة ويمبلدون بسبب الهجوم الروسي على أوكرانيا سيثير ""الكراهية والتعصب""، ...",https://www.alarabiya.net//sport/2022/04/22/اتحاد-بيلاروسيا-للتنس-قرار-ويمبلدون-سيثير-الكراهية-,Al-Arabiya,Sport
منتخب الجزائر يواجه منافسيه على ملعب جديد,كشف اتحاد الكرة الجزائري، يوم الجمعة، أنه أبلغ الاتحاد الإفريقي للعبة (كاف) بأنه سيستضيف منافسيه على ملعب مدينة وهران الجديد، غرب البلاد، والذي سيكون ...,https://www.alarabiya.net//sport/2022/04/22/منتخب-الجزائر-يواجه-منافسيه-على-ملعب-جديد,Al-Arabiya,Sport
"باريس يعرض ""شيكًا مفتوحًا"" على مبابي الذي يريد ""المشروع الأفضل""",كشفت تقارير صحافية عن التطورات الأخيرة حول وجهة الفرنسي مبابي لاعب باريس سان جيرمان الحالي في الموسم المقبل، إذ لا تزال المنافسة على أشدها بين إدارة ...,https://www.alarabiya.net//sport/2022/04/22/باريس-عرض-شيكًا-مفتوحًا-على-مبابي-الذي-يريد-المشروع-الأفضل-,Al-Arabiya,Sport
ألابا: أريد أن أصيب غوارديولا بالإحباط,يستعد النمساوي دافيد ألابا مدافع ريال مدريد لمواجهة مدربه السابق بيب غوارديولا حينما كانا سويًا في بايرن ميونخ، خلال نصف نهائي دوري أبطال اوروبا بين ...,https://www.alarabiya.net//sport/2022/04/22/ألابا-أريد-أن-أصيب-غوارديولا-بالاحباط,Al-Arabiya,Sport
مايك تايسون يضرب راكباً أزعجه في إحدى الطائرات,اعتدى بطل الملاكمة الأميركي السابق مايك تايسون بالضرب على راكب يبدو أنه ضايقه في إحدى الطائرات، وتسبب البطل الشهير للضحية بكدمات على الوجه، وفق ما ذكر ...,https://www.alarabiya.net//sport/2022/04/22/مايك-تايسون-يضرب-راكباً-أزعجه-في-احدى-الطائرات,Al-Arabiya,Sport
رانغنيك: بوغبا قد لا يلعب مرة أخرى بقميص مانشستر يونايتد,كشف الألماني رالف رانغنيك، المدرب المؤقت لمانشستر يونايتد، يوم الجمعة أن لاعب وسطه الدولي الفرنسي بول بوغبا قد لا يلعب مجددًا هذا الموسم، بعد الإصابة ...,https://www.alarabiya.net//sport/2022/04/22/رانغنيك-بوغبا-قد-لا-يلعب-مرة-أخرى-بقميص-مانشستر-يونايتد,Al-Arabiya,Sport
"كلوب سيفتقد قمة ""مرسيسايد"" إذا هبط إيفرتون","أكد الألماني يورغن كلوب مدرب ليفربول قبل مواجهة إيفرتون يوم الأحد المقبل في الدوري الإنجليزي الممتاز لكرة القدم إنه سيفتقد خوض قمة ""مرسيسايد"" في حال ...",https://www.alarabiya.net//sport/2022/04/22/كلوب-سيفتقد-قمة-مرسيسايد-اذا-هبط-ايفرتون,Al-Arabiya,Sport
روني: تن هاغ لن يغير الأمور بين عشية وضحاها,كشف واين روني أن إيريك تن هاغ المدرب الجديد لمانشستر يونايتد سيحتاج لوقت من مجلس إدارة النادي المنافس في الدوري الإنجليزي الممتاز لكرة القدم وصبر ...,https://www.alarabiya.net//sport/2022/04/22/روني-تن-هاغ-لن-يغير-الأمور-بين-عشية-وضحاها,Al-Arabiya,Sport
مورينيو يعود لملعب إنتر من أجل إبعاده عن اللقب,يعود جوزيه مورينيو مدرب روما إلى الملعب الذي شهد مجموعة من أبرز إنجازاته كمدرب حيث يسعى لإبعاد فريقه السابق إنتر ميلان عن لقب دوري الدرجة الأولى ...,https://www.alarabiya.net//sport/2022/04/22/مورينيو-يعود-لملعب-انتر-من-أجل-ابعاده-عن-اللقب,Al-Arabiya,Sport
تشافي: شتيغن من ضمن الأفضل في العالم.. يُشعرنا بالأمان,أثنى تشافي المدير الفني لفريق برشلونة الإسباني لكرة القدم على حارس مرمى الفريق مارك أندري تير شتيغن، ووصفه بأنه من أفضل حراس المرمى في العالم.وقال ...,https://www.alarabiya.net//sport/2022/04/22/تشافي-شتيغن-من-ضمن-الأفضل-في-العالم-يُشعرنا-بالأمان,Al-Arabiya,Sport
الأسطورة بيليه يغادر المستشفى وسط مخاوف صحية,خرج أسطورة كرة القدم البرازيلية بيليه يوم الخميس من المستشفى بعد أربعة أيام من دخوله في إطار علاجه من سرطان القولون، وفق ما أفاد المركز الطبي في ساو ...,https://www.alarabiya.net//sport/2022/04/22/الأسطورة-بيليه-يغادر-المستشفى-وسط-مخاوف-صحية,Al-Arabiya,Sport
إيقاف بطل أولمبي روسي في السباحة لدعمه الحرب على أوكرانيا,أوقف الاتحاد الدولي للسباحة الروسي إيفغيني ريلوف، الفائز بذهبتي 100 م و200 متر ظهراً في أولمبياد طوكيو الصيف الماضي، لمدة تسعة أشهر على خلفية دعمه ...,https://www.alarabiya.net//sport/2022/04/22/ايقاف-بطل-أولمبي-روسي-في-السباحة-لدعمه-الحرب-على-أوكرانيا,Al-Arabiya,Sport
صلاح: إذا أراد ليفربول رحيلي هذا شيء مختلف.. الأمر لا يتعلق بالمال فقط,اللاعب البالغ عمره 29 عاما أكد أن رغبته دائما البقاء في ليفربول,https://www.alarabiya.net//sport/2022/04/22/صلاح-اذا-أراد-ليفربول-رحيلي-هذا-شيء-مختلف-الأمر-لا-يتعلق-بالمال-فقط,Al-Arabiya,Sport
برشلونة ينجو من سوسييداد بفوز صعب,عاد برشلونة إلى وصافة ترتيب الدوري الإسباني لكرة القدم، بعدما انتزع فوزا صعبا 1 - صفر من ملعب مضيفه ريال سوسييداد يوم الخميس في المرحلة الثالثة ...,https://www.alarabiya.net//sport/international-sport/2022/04/22/برشلونة-ينجو-من-سوسييداد-بفوز-صعب,Al-Arabiya,Sport
داني ألفيش: ريال مدريد فريق محظوظ,أكد داني ألفيش، الظهير الأيمن لبرشلونة، أن هدف الفريق في الفترة المقبلة تأمين المركز الثاني في ترتيب الدوري الإسباني، ورأى أن ريال مدريد كان محظوظا ...,https://www.alarabiya.net//sport/international-sport/2022/04/22/داني-ألفيش-ريال-مدريد-فريق-محظوظ-,Al-Arabiya,Sport
فرابار تدخل تاريخ كأس فرنسا,كشف الاتحاد الفرنسي لكرة القدم يوم الخميس أن ستيفاني فرابار ستصبح أول امرأة تدير نهائي كأس فرنسا عندما يلتقي نيس مع نانت الشهر المقبل.وكانت فرابار ...,https://www.alarabiya.net//sport/international-sport/2022/04/22/فرابار-تدخل-تاريخ-كأس-فرنسا,Al-Arabiya,Sport
"بطل العالم: فينيسيوس ""غبي"" وكالشيطان","وصف لويزاو، مهاجم ديبورتيفو لاكورونيا السابق وبطل كأس العالم 2002 مع البرازيل، مواطنه فينيسيوس جونيور، جناح ريال مدريد، باللاعب الـ ""غبي"" والذي لا ...",https://www.alarabiya.net//sport/international-sport/2022/04/21/بطل-العالم-فينيسيوس-غبي-وكالشيطان-,Al-Arabiya,Sport
طلب تن هاغ الأول في مانشستر يونايتد.. مطرود من النصر,كان التعاقد مع المساعد ميتشيل فان دير غاغ أولى طلبات المدرب الهولندي إريك تن هاغ في تدريب مانشستر يونايتد، إذ ينوي الأخير الاعتماد على مواطنه في ...,https://www.alarabiya.net//sport/international-sport/2022/04/21/طلب-تن-هاغ-الأول-في-مانشستر-يونايتد-مطرود-من-النصر,Al-Arabiya,Sport
زيارة والدة مبابي إلى الدوحة تقلق ريال مدريد,كشفت تقارير صحافية يوم الخميس أن فايزة العماري والدة النجم الفرنسي كيليان مبابي، تتواجد في العاصمة القطرية الدوحة مع ابنها الصغير ايثان، ويسعى نادي ...,https://www.alarabiya.net//sport/international-sport/2022/04/21/زيارة-والدة-مبابي-الى-الدوحة-تقلق-ريال-مدريد,Al-Arabiya,Sport
تن هاغ.. يكره التأخير ويتحكم بكتب اللاعبين,اشتهر الهولندي إيريك تن هاغ مدرب مانشستر يونايتد الجديد بدقة مواعيده، وهوسه بالتفاصيل الصغيرة، وحبه للسيطرة على كل ما يتعلق بعمله حتى إن الأمر وصل إلى ...,https://www.alarabiya.net//sport/2022/04/21/تن-هاغ-مهووس-بالتفاصيل-يكره-التأخير-ويتحكم-فيما-يقرأه-اللاعبون,Al-Arabiya,Sport
دوري أبطال آسيا.. هزيمة ثالثة توالياً لغوانزو,تواصلت معاناة غوانزو الصيني، بطل عامي 2013 و2015، بتلقيه الخميس الهزيمة الثالثة توالياً في منافسات المجموعة التاسعة لدوري أبطال آسيا في كرة القدم، ...,https://www.alarabiya.net//sport/2022/04/21/دوري-أبطال-آسيا-هزيمة-ثالثة-توالياً-لغوانزو,Al-Arabiya,Sport
ماغواير يتلقى تهديدًا بوجود قنبلة في منزله,أفادت هيئة الإذاعة البريطانية (بي.بي.سي) وآخرون يوم الخميس أن هاري ماغواير قائد مانشستر يونايتد تلقى تهديدا بوجود قنبلة في منزله في تشيشير، حيث قامت ...,https://www.alarabiya.net//sport/2022/04/21/ماغواير-يتلقى-تهديدًا-بوجود-قنبلة-في-منزله,Al-Arabiya,Sport
القضاء الإسباني يمهد لمقاضاة ريال مدريد وبرشلونة ويوفنتوس,فتح القضاء الإسباني يوم الخميس الباب أمام الاتحادين الأوروبي (يويفا) والدولي (فيفا) لكرة القدم لملاحقة الأندية المؤسسة لدوري السوبر الأوروبي، بعدما ...,https://www.alarabiya.net//sport/2022/04/21/القضاء-الاسباني-يمهد-لمقاضاة-ريال-مدريد-وبرشلونة-ويوفنتوس,Al-Arabiya,Sport
جلسة استماع قبل محاكمة ميندي بتهم الجرائم الجنسية,جرى يوم الخميس عقد جلسة استماع قبل المحاكمة بشأن بنجامين ميندي، مدافع فريق مانشستر سيتي الإنجليزي لكرة القدم، الذي يواجه سلسلة مزاعم بارتكاب جرائم ...,https://www.alarabiya.net//sport/2022/04/21/جلسة-استماع-قبل-محاكمة-ميندي-بتهم-الجرائم-الجنسية,Al-Arabiya,Sport
المغرب يواجه أميركا استعدادا لكأس العالم,ذكر الاتحاد المغربي لكرة القدم يوم الأربعاء أن المنتخب الوطني سيحل ضيفا على الولايات المتحدة في مباراة ودية استعدادا لكأس العالم 2022 في قطر.وأوضح ...,https://www.alarabiya.net//sport/2022/04/21/المغرب-يواجه-أمريكا-استعدادا-لكأس-العالم,Al-Arabiya,Sport
نقطة تكفي الشباب للتأهل.. والتعاون عينه على استعادة الصدارة,يبحث الشباب عن نقطة التعادل أمام مومباي سيتي يوم الخميس على ملعب الأمير فيصل بن فهد الرياض لضمان تأهله إلى دور الـ16 وصدارة مجموعته في دوري أبطال آسيا ...,https://www.alarabiya.net//sport/2022/04/21/نقطة-تكفي-الشباب-للتأهل-والتعاون-عينه-على-استعادة-الصدارة,Al-Arabiya,Sport
الأهلي في مهمة شاقة والوداد والترجي الأقرب للتأهل,تنتظر الأهلي المصري حامل اللقب مهمة شاقة جداً في ضيافة الرجاء البيضاوي المغربي الجمعة في إياب ربع نهائي دوري أبطال افريقيا لكرة القدم، فيما يبدو ...,https://www.alarabiya.net//sport/2022/04/21/الأهلي-في-مهمة-شاقة-والوداد-والترجي-الاقرب-للتأهل,Al-Arabiya,Sport
فيراري يمدد عقد سائقه الإسباني ساينس حتى نهاية 2024,أعلن فريق فيراري، متصدر ترتيب السائقين والصانعين هذا الموسم، الخميس عشية انطلاق منافسات سباق جائزة إيميليا-رومانيا الكبرى، المرحلة الرابعة من بطولة ...,https://www.alarabiya.net//sport/2022/04/21/فيراري-يمدد-عقد-سائقه-الاسباني-ساينس-حتى-نهاية-2024,Al-Arabiya,Sport
انضمام أغويرو ودروغبا وكومباني وسكولز لقاعة مشاهير الدوري الإنجليزي,انضم الأرجنتيني سيرخيو أغويرو والإيفواري ديدييه دروغبا والبلجيكي فينسنت كومباني والدنماركي بيتر شمايكل والإنجليزيان بول سكولز وإيان رايت، إلى قاعة ...,https://www.alarabiya.net//sport/2022/04/21/انضمام-أغويرو-ودروغبا-وكومباني-وسكولز-لقاعة-مشاهير-الدوري-الانجليزي,Al-Arabiya,Sport
دجاج مقلي مدى الحياة لرياضيين كوريين ظفرا بذهبيتين في الأولمبياد,منحت كوريا الجنوبية فائزين بميداليتين ذهبيتين أولمبيتين دجاجاً مقلياً مجانياً مدى الحياة، للاحتفال بإنجازيهما في دورة الألعاب الشتوية في بكين العام ...,https://www.alarabiya.net//sport/2022/04/21/دجاج-مقلي-مدى-الحياة-لرياضيين-كوريين-ظفرا-بذهبيتين-في-الأولمبياد,Al-Arabiya,Sport
رجل مسلح يهدد مهاجم إنترناسيونال البرازيلي,"استنكر إنترناسيونال المنافس في الدوري البرازيلي لكرة القدم ""التهديدات الجبانة"" التي وجهت إلى لاعبه إدنيلسون الذي تلقى فيديو يظهر فيه رجل مسلح يطالبه ...",https://www.alarabiya.net//sport/2022/04/21/رجل-مسلح-يهدد-مهاجم-انترناسيونال-البرازيلي,Al-Arabiya,Sport
رونالدو يشكر جماهير ليفربول لمواساته في حداده,توجّه البرتغالي كريستيانو رونالدو نجم مانشستر يونايتد الإنجليزي، بالشكر يوم الخميس إلى فريق ليفربول وجماهيره بسبب الدعم الذي أبدوه خلال مواجهة ...,https://www.alarabiya.net//sport/2022/04/21/رونالدو-يشكر-جماهير-ليفربول-لمواساته-في-حداده,Al-Arabiya,Sport
سيرينا وهاميلتون ينضمان لمجموعة بروتون الساعية لشراء تشيلسي ,أكد مصدر وثيق الصلة بالمجموعة لرويترز يوم الخميس أن نجمة التنس الأميركية سيرينا وليامز والبريطاني لويس هاميلتون الفائز ببطولة العالم لسباقات فورمولا 1 ...,https://www.alarabiya.net//sport/2022/04/21/سيرينا-وهاميلتون-ينضمان-لمجموعة-بروتون-الساعية-لشراء-تشيلسي-,Al-Arabiya,Sport
إصابة قوية للدولي المغربي بوفال,تعرّض لاعب الوسط الهجومي الدولي المغربي سفيان بوفال لإصابة قوية في العضلات الخلفية لفخذه الأيسر، خلال خسارة فريقه أنجيه أمام باريس سان جرمان يوم ...,https://www.alarabiya.net//sport/2022/04/21/اصابة-قوية-للدولي-المغربي-بوفال,Al-Arabiya,Sport
غوارديولا: ليفربول سيفوز بجميع مبارياته.. لا مجال للهفوات,أكد الإسباني بيب غوارديولا، المدير الفني لمانشستر سيتي، أن أي هفوة قد تكلف فريقه خسارة لقب الدوري الإنجليزي الممتاز.وفاز سيتي على برايتون بثلاثة أهداف ...,https://www.alarabiya.net//sport/2022/04/21/غوارديولا-ليفربول-سيفوز-بجميع-مبارياته-لا-مجال-للهفوات,Al-Arabiya,Sport
"ديوكوفيتش: منع الروس من ""ويمبلدون"" قرار مجنون","وصف نجم التنس الصربي نوفاك ديوكوفيتش المصنف الأول على العالم، حظر مشاركة لاعبي روسيا وبيلاروسيا، في بطولة ويمبلدون هذا الصيف بأنه ""أمر جنوني"".وأعلن ...",https://www.alarabiya.net//sport/2022/04/21/ديوكوفيتش-منع-الروس-من-ويمبلدون-قرار-مجنون,Al-Arabiya,Sport
الدوري الكويتي.. الكويت بطلاً للمرة السابعة عشرة,توّج الكويت بلقب النسخة 60 من بطولة الدوري الكويتي لكرة القدم قبل جولة من النهاية، بعد تعادل ملاحقه المباشر كاظمة مع القادسية سلباً يوم الأربعاء ضمن ...,https://www.alarabiya.net//sport/2022/04/21/الدوري-الكويتي-الكويت-بطلاً-للمرة-السابعة-عشرة,Al-Arabiya,Sport
